-0.0554909,-0.06242704,-0.0006797154,0.9965056,-0.06994095,-0.06230343,-0.04617443,0.9945323,-0.1819382,-0.009554174,0.971364,0.1525106,0.9625275,-0.01412937,0.1499048,0.2255432,0.7392749,-0.01217991,-0.6446112,0.1944245,0.8156334,0.0009934775,-0.5783508,-0.01585861,0.8531722,0.003644994,0.5183614,-0.05818402,0.866451,-0.03088912,0.07201532,0.4930744,0.151555,-0.04520686,-0.6739775,0.7216244,0.3365832,-0.04747545,-0.5569025,0.7578374,0.3993674,-0.04711458,-0.5221746,0.752077,0.5873013,-0.001607881,0.8089598,0.02566615,-0.6096838,-0.002203932,0.7918607,0.03518076,0.8165917,-0.03394898,0.1958325,0.5419182,
-0.05359672,-0.06153238,-0.0004006917,0.9966649,-0.06539139,-0.06137583,-0.0605325,0.9941292,-0.2009821,-0.009842391,0.9664856,0.1594212,0.9589202,-0.01386461,0.1727653,0.2245706,0.8504687,-0.01275152,-0.4836125,0.2065415,0.9340615,0.001053112,-0.356703,-0.01705768,0.8299803,0.003672739,0.5545992,-0.05948885,0.8598106,-0.03086944,0.09883349,0.5000049,0.1743058,-0.04441421,-0.6709067,0.7193949,0.348753,-0.04619458,-0.5624818,0.7482324,0.3974252,-0.04759346,-0.4954955,0.7708906,0.6498085,-0.001306236,0.7598023,0.02115764,0.7670079,0.002373856,-0.6404801,-0.0384503,0.8255594,-0.03304129,0.1758951,0.5351831,
-0.0568153,-0.06001195,-0.003006763,0.9965749,-0.1010209,-0.05966841,-0.06641521,0.9908701,-0.1381324,-0.01003935,0.9762297,0.1667163,0.9438751,-0.01638101,0.186635,0.2720276,-0.6158392,0.01598175,0.7416541,-0.2653975,0.9578457,0.001227165,-0.2865569,-0.02037864,0.8027402,0.003486414,0.5935017,-0.05789636,0.8608685,-0.03004185,0.09549105,0.4988832,0.1786199,-0.04238035,-0.6862893,0.7037798,0.3079516,-0.04605419,-0.5640419,0.7647886,0.320058,-0.04540043,-0.5719163,0.7539321,0.5723363,-0.001317038,0.8197262,0.0218711,0.7933664,0.002260744,-0.6075815,-0.03754254,0.820923,-0.0326679,0.1752728,0.5424922,
-0.05118537,-0.05996425,-0.006391546,0.9968668,-0.05813227,-0.05982712,-0.06195039,0.9945871,-0.2046528,-0.009613084,0.9656527,0.1598113,0.9650504,-0.0134353,0.1364207,0.2233532,-0.7189593,0.01309705,0.6599392,-0.2177299,0.9547829,0.001409225,-0.2963762,-0.02342745,0.7225609,0.003281689,0.6891434,-0.05455596,0.8680679,-0.02906488,0.1102078,0.4831848,0.2115111,-0.04185219,-0.6851436,0.6957656,0.3451534,-0.0455507,-0.5525988,0.7572508,0.3700639,-0.04542938,-0.5390828,0.7552341,0.5684689,-0.001405683,0.8223716,0.02336857,0.8119559,0.002388983,-0.5823612,-0.0397153,0.8321068,-0.03176229,0.1666619,0.5280276,
-0.04979676,-0.0805852,-0.001640197,0.9955017,-0.0675104,-0.08025313,-0.07828729,0.9913995,-0.0888845,-0.01369592,0.9814715,0.1691912,0.9702301,-0.01794017,0.09599628,0.2216222,0.8209689,-0.01692773,-0.5310315,0.2091151,0.9547781,0.002407129,-0.295819,-0.02973625,0.8025758,0.005046041,0.5932631,-0.06233579,0.8726639,-0.03876768,0.08716246,0.4789129,0.04523462,-0.05383172,-0.7435216,0.665005,0.1996393,-0.05752748,-0.6721582,0.7106603,0.2170129,-0.05712701,-0.6720201,0.7057131,0.5491708,-0.001709062,0.8354418,0.02111273,0.7952483,0.003489167,-0.6047397,-0.04310309,0.8171707,-0.04328287,0.2108657,0.5346909,
-0.0512477,-0.04170975,-0.004436444,0.9978047,-0.07556932,-0.04159919,-0.04707083,0.9951598,-0.2647098,-0.006035692,0.953438,0.1443893,0.967548,-0.00944555,0.1127073,0.2259619,-0.5700719,0.008883742,0.7935827,-0.212522,0.9978089,0.0007755331,-0.06350195,-0.01855275,0.7796692,0.002579744,0.6231378,-0.06171413,0.8730909,-0.02013574,0.0726159,0.4816989,0.3101453,-0.02761464,-0.6831084,0.6606135,0.4139768,-0.0303732,-0.5474903,0.7266052,0.3789867,-0.03231063,-0.507807,0.7729536,0.5277911,-0.0006585846,0.8492278,0.01575504,0.8335818,0.001635186,-0.5510069,-0.03911787,0.8193747,-0.02268295,0.1834619,0.5426347,
-0.05552492,-0.08080108,0.003934626,0.9951747,-0.07471899,-0.08053492,-0.06381447,0.9918966,-0.1204445,-0.01265334,0.9803296,0.155843,0.9720638,-0.01858806,0.04831292,0.2289371,-0.5329046,0.01727888,0.8187948,-0.2128128,0.8945394,0.001837018,-0.4464125,-0.02262537,0.7920886,0.004780906,0.6075407,-0.05888334,0.8675991,-0.03940119,0.1011117,0.4852791,0.07516551,-0.06218418,-0.635537,0.7658825,0.26149,-0.06456512,-0.5432313,0.795207,0.2850404,-0.06240778,-0.5692586,0.7686364,0.6887184,-0.002162582,0.7245364,0.02663513,0.7794192,0.003320878,-0.6251574,-0.04090112,0.8305232,-0.0425107,0.1851794,0.5235769,
-0.0426836,-0.04347119,-0.01196168,0.9980708,-0.09019905,-0.04320078,-0.07878242,0.9918625,-0.3055486,-0.007763594,0.9353116,0.1782472,0.9641739,-0.01060965,0.1044983,0.2435907,-0.4821528,0.01282286,0.8250394,-0.2944048,0.7898562,0.0009078964,-0.6129372,-0.02084472,0.6928934,0.002244823,0.7191921,-0.0515397,0.8612993,-0.02187723,0.0734322,0.5022873,-0.08213042,-0.02227969,-0.8550426,0.5115275,0.1313042,-0.02865051,-0.741108,0.6577974,0.1546202,-0.03253271,-0.6458554,0.7469304,0.5439955,-0.001104606,0.8387042,0.02536104,0.7503985,0.001609992,-0.6599495,-0.03696439,0.8293089,-0.02316599,0.1697576,0.5318764,
-0.03972526,-0.06008306,0.001846174,0.9974009,-0.0582103,-0.05992215,-0.05944379,0.9947298,-0.1693395,-0.009227174,0.9735382,0.1531745,0.9739661,-0.01274679,0.08032788,0.2116014,-0.6690758,0.01363784,0.7077413,-0.2263932,-0.6130556,-0.0007158334,0.7899501,0.0118831,0.7183138,0.003146787,0.6937483,-0.05223782,0.8670776,-0.02986169,0.03938762,0.4957151,0.08243094,-0.03954297,-0.7488285,0.6564279,0.2399794,-0.04345355,-0.6482154,0.7213449,0.2195252,-0.04641444,-0.5966482,0.7704968,0.9205663,-0.001676151,0.3895906,0.02782472,-0.6135185,-0.001965853,0.7890033,0.03263388,0.8122682,-0.03298943,0.1980566,0.5476366,
-0.05346422,-0.03664522,-0.002115261,0.9978949,-0.07241262,-0.03655361,-0.05097584,0.9954002,-0.2138708,-0.004937895,0.9675506,0.134465,0.9649413,-0.008116351,0.141327,0.2210183,0.7561432,-0.007328352,-0.623193,0.1995601,-0.7064276,-0.0002615523,0.7077494,0.007122393,0.5845571,0.001814065,0.8098453,-0.04939924,0.8634921,-0.01824458,0.08494609,0.4968227,0.3327422,-0.02272541,-0.7111974,0.6188412,0.4312397,-0.02751611,-0.5018248,0.7492977,0.3124837,-0.02918771,-0.5193911,0.7948176,0.8897086,-0.0009595769,0.4557795,0.02613047,-0.5981994,-0.001039673,0.8008463,0.02831158,0.8175483,-0.01989233,0.1943911,0.5416929,
